corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs
cnc,train_1016_10016,10016,0,cnc_train_116_1016_10016_10,"'10th sept 2015 0349 am kochi anoop george i , the primary accuse in the sheath bear on to flack on the role of the interior main road self confidence of bharat nhai at kalamassery , could not be bring about before the ernakulam territory and head academic term courtyard on wednesday , after jail authorization in coimbatore go wrong to set up see for him '","['10th sept 2015 0349 am kochi <ARG1>anoop george i , the primary accuse in the sheath bear on to flack on the role of the interior main road self confidence of bharat nhai at kalamassery , could not be bring about before the ernakulam territory and head academic term courtyard on wednesday</ARG1> , after <ARG0>jail authorization in coimbatore go wrong to set up see for him</ARG0> ']",1
cnc,train_1017_10017,10017,0,cnc_train_117_1017_10017_10,"'10th september 2015 0349 am kochi anoop george , the main accused in the case related to attack on the office of the national highway authority of india nhai at kalamassery , could not be produced before the ernakulam district and principal sessions court on wednesday , after jail authorities in coimbatore failed to arrange escort for him '","['10th september 2015 0349 am kochi <ARG1>anoop george , the main accused in the case related to attack on the office of the national highway authority of india nhai at kalamassery , could not be produced before the ernakulam district and principal sessions court on wednesday</ARG1> , after <ARG0>jail authorities in coimbatore failed to arrange escort for him</ARG0> ']",1
cnc,train_1020_10020,10020,0,cnc_train_120_1020_10020_10,"'jammu delhi court blast accused tell killed in kishtwar august 07 , 2012 0000 certificate ist a atomic number 2011 delhi high emir court blast accused , amir incriminate ali administration narrate kamal atomic number militant incriminate militant impeach , was militant incriminate among two territory hizbulmujahideen personnel hm militants judicature killed on monday in judicature a old delhi shootout with warlike security forces in the mountainous kishtwar hectometre judicature personnel district of jammu and obliterate kashmir law , impeach police said '","['jammu delhi court blast accused tell killed in kishtwar august 07 , 2012 0000 certificate ist <ARG1>a atomic number 2011 delhi high emir court blast accused , amir incriminate ali administration narrate kamal atomic number militant incriminate militant impeach , was militant incriminate among two territory hizbulmujahideen personnel hm militants judicature killed on monday</ARG1> in judicature <ARG0>a old delhi shootout with warlike security forces in the mountainous kishtwar hectometre judicature personnel district of jammu and obliterate kashmir</ARG0> law , impeach police said ']",1
cnc,train_1021_10021,10021,0,cnc_train_121_1021_10021_10,"'jammu delhi court blast accused killed in kishtwar august 07 , 2012 0000 ist a 2011 delhi high court blast accused , amir ali kamal , was among two hizbulmujahideen hm militants killed on monday in a shootout with security forces in the mountainous kishtwar district of jammu and kashmir , police said '","['jammu delhi court blast accused killed in kishtwar august 07 , 2012 0000 ist <ARG1>a 2011 delhi high court blast accused , amir ali kamal , was among two hizbulmujahideen hm militants killed on monday</ARG1> in <ARG0>a shootout with security forces in the mountainous kishtwar district of jammu and kashmir</ARG0> , police said ']",1
cnc,train_1024_10024,10024,0,cnc_train_124_1024_10024_10,"'he is an accuse in the delhi luxuriously woo shoot of sept septet , 2011 in which at to the lowest degree tenner the great unwashed were bolt down and over lxx injured '","['he is an accuse in <ARG0>the delhi luxuriously woo shoot of sept septet , 2011</ARG0> in which <ARG1>at to the lowest degree tenner the great unwashed were bolt down and over lxx injured</ARG1> ']",1
cnc,train_1025_10025,10025,0,cnc_train_125_1025_10025_10,"'he is an accused in the delhi high court blast of sep 7 , 2011 in which at least 10 people were killed and over 70 injured '","['he is an accused in <ARG0>the delhi high court blast of sep 7 , 2011</ARG0> in which <ARG1>at least 10 people were killed and over 70 injured</ARG1> ']",1
cnc,train_1026_10026,10026,0,cnc_train_126_1026_10026_10,'the nia desire to enchant akram alive as he could cater clue in break up the bang case ',['<ARG1>the nia desire to enchant akram alive</ARG1> <SIG0>as</SIG0> <ARG0>he could cater clue in break up the bang case</ARG0> '],1
cnc,train_1027_10027,10027,0,cnc_train_127_1027_10027_10,'the nia wanted to catch akram alive as he could provide clues in resolving the blast case ',['<ARG1>the nia wanted to catch akram alive</ARG1> <SIG0>as</SIG0> <ARG0>he could provide clues in resolving the blast case</ARG0> '],1
cnc,train_1028_10028,10028,0,cnc_train_128_1028_10028_10,'two more spring chicken were halt later for allegedly being postulate in the blast ',['<ARG1>two more spring chicken were halt later</ARG1> <SIG0>for</SIG0> <ARG0>allegedly being postulate in the blast</ARG0> '],1
cnc,train_1029_10029,10029,0,cnc_train_129_1029_10029_10,'two more youths were arrested later for allegedly being involved in the blast ',['<ARG1>two more youths were arrested later</ARG1> <SIG0>for</SIG0> <ARG0>allegedly being involved in the blast</ARG0> '],1
cnc,train_1032_10032,10032,0,cnc_train_132_1032_10032_10,"'indira landed in atomic number ram nalanda and waded apiece ram into the floodwaters on an elephant folk to visit fall back atomic number each dalit family , set down which associate in nursing had appendage lost members set down in atomic number ram the caste pogrom '","['<ARG1>indira landed in atomic number ram nalanda and waded apiece ram into the floodwaters on an elephant</ARG1> folk <ARG0><SIG0>to</SIG0> visit fall back atomic number each dalit family , set down which associate in nursing had appendage lost members set down in atomic number ram the caste pogrom</ARG0> ']",1
cnc,train_1033_10033,10033,0,cnc_train_133_1033_10033_10,"'indira landed in nalanda and waded into the floodwaters on an elephant to visit each dalit family , which had lost members in the caste pogrom '","['<ARG1>indira landed in nalanda and waded into the floodwaters on an elephant</ARG1> <ARG0><SIG0>to</SIG0> visit each dalit family , which had lost members in the caste pogrom</ARG0> ']",1
cnc,train_1034_10034,10034,0,cnc_train_134_1034_10034_10,"'december 05 functionary , wee wee 2017 0000 ist say astatine officials at type a the panchayat level are functionary colluding with locals residents of varavani panchayat present staged a protest at the narrate nether collectorate astatine tell here on monday wee wee wee wee , against drunkenness illegal tapping of drinking water official punchayet pee supplied through pee along along pipelines under the cauvery narrate combined make up type a water supply scheme and irregular supply bug of word of mouth water to their pee astatine villages ply '","['december 05 functionary , wee wee 2017 0000 ist say astatine officials at type a the panchayat level are functionary colluding with locals <ARG1>residents of varavani panchayat present staged a protest at the narrate nether collectorate astatine tell here on monday</ARG1> wee wee wee wee , <ARG0>against drunkenness illegal tapping of drinking water official punchayet pee supplied through pee along along pipelines under the cauvery narrate combined make up type a water supply scheme and irregular supply bug of word of mouth water to their pee astatine villages</ARG0> ply ']",1
cnc,train_1035_10035,10035,0,cnc_train_135_1035_10035_10,"'december 05 , 2017 0000 ist say officials at the panchayat level are colluding with locals residents of varavani panchayat staged a protest at the collectorate here on monday , against illegal tapping of drinking water supplied through pipelines under the cauvery combined water supply scheme and irregular supply of water to their villages '","['december 05 , 2017 0000 ist say officials at the panchayat level are colluding with locals <ARG1>residents of varavani panchayat staged a protest at the collectorate here on monday</ARG1> , <ARG0>against illegal tapping of drinking water supplied through pipelines under the cauvery combined water supply scheme and irregular supply of water to their villages</ARG0> ']",1
cnc,train_1036_10036,10036,0,cnc_train_136_1036_10036_10,'ramanathapuram resident residents protest against illegal water connections',['<ARG1>ramanathapuram resident residents protest</ARG1> <ARG0>against illegal water connections</ARG0>'],1
cnc,train_1037_10037,10037,0,cnc_train_137_1037_10037_10,'ramanathapuram residents protest against illegal water connections',['<ARG1>ramanathapuram residents protest</ARG1> <ARG0>against illegal water connections</ARG0>'],1
cnc,train_1040_10040,10040,0,cnc_train_140_1040_10040_10,"""biswal , astatine urban center culture medium induce who great had urban center travelled to bharat the city serial publication fall back american language from washington to speak at the bharat indian besides consulate general 's media atomic number induce merely india tell lecture series yesterday , said locomote not make up only were non there a large number add up of indian atomic number victims in inhabit the attack but on that point there were americans also who lost urban center their lives ""","[""<ARG1>biswal , astatine urban center culture medium induce who great had urban center travelled to bharat the city serial publication fall back american language from washington</ARG1> <ARG0><SIG0>to</SIG0> speak at the bharat indian besides consulate general 's media atomic number induce merely india tell lecture series yesterday</ARG0> , said locomote not make up only were non there a large number add up of indian atomic number victims in inhabit the attack but on that point there were americans also who lost urban center their lives ""]",1
cnc,train_1041_10041,10041,0,cnc_train_141_1041_10041_10,"""biswal , who had travelled to the city from washington to speak at the indian consulate general 's media india lecture series yesterday , said not only were there a large number of indian victims in the attack but there were americans also who lost their lives ""","[""<ARG1>biswal , who had travelled to the city from washington</ARG1> <ARG0><SIG0>to</SIG0> speak at the indian consulate general 's media india lecture series yesterday</ARG0> , said not only were there a large number of indian victims in the attack but there were americans also who lost their lives ""]",1
cnc,train_1042_10042,10042,0,cnc_train_142_1042_10042_10,"'on media dispatch off away account reports that the night amerindic vision device used indian by united states exploited exploited three terrorists in atomic number the gurdaspur attack had us vestige off markings , biswal said the us is in conversation cross off with indian authorities to try amerindic to united states ascertain and away trace the origins of the victimised equipment victimised tincture see terrorist found '","['on media dispatch off away account reports that the night amerindic vision device used indian by united states exploited exploited three terrorists in atomic number the gurdaspur attack had us vestige off markings , biswal said <ARG1>the us is in conversation cross off with indian authorities</ARG1> <ARG0><SIG0>to try amerindic to</SIG0> united states ascertain and away trace the origins of the victimised equipment victimised tincture see terrorist found</ARG0> ']",1
cnc,train_1043_10043,10043,0,cnc_train_143_1043_10043_10,"'on media reports that the night vision device used by three terrorists in the gurdaspur attack had us markings , biswal said the us is in conversation with indian authorities to try to ascertain and trace the origins of the equipment found '","['on media reports that the night vision device used by three terrorists in the gurdaspur attack had us markings , biswal said <ARG1>the us is in conversation with indian authorities</ARG1> <ARG0><SIG0>to try to</SIG0> ascertain and trace the origins of the equipment found</ARG0> ']",1
cnc,train_1044_10044,10044,0,cnc_train_144_1044_10044_10,"'"" we will go along to oeuvre very intimately with the native american administration on those go forth , "" she state , total that it is an on going summons and the the states is play with native american authorities to savoir faire go forth of touch on give forth from the incident '","['"" we will go along to oeuvre very intimately with the native american administration on those go forth , "" she state , total that it is an on going summons and <ARG1>the the states is play with native american authorities</ARG1> <ARG0><SIG0>to</SIG0> savoir faire go forth of touch on give forth from the incident</ARG0> ']",1
cnc,train_1045_10045,10045,0,cnc_train_145_1045_10045_10,"'"" we will continue to work very closely with the indian government on those issues , "" she said , adding that it is an ongoing process and the us is working with indian authorities to address issues of concern emanating from the incident '","['"" we will continue to work very closely with the indian government on those issues , "" she said , adding that it is an ongoing process and <ARG1>the us is working with indian authorities</ARG1> <ARG0><SIG0>to</SIG0> address issues of concern emanating from the incident</ARG0> ']",1
cnc,train_1046_10046,10046,0,cnc_train_146_1046_10046_10,"'as many fifty nine unitedly united states department of state as 59 add up recruits who had dissimilar graduated from different ask colleges of the state came inscribe together for induce the stimulate fourth time to demand answers from hcl technologies dissimilar , unalike inscribe the fellowship company induce induce unalike that dissimilar had recruited them in 2011 '","['<ARG1>as many fifty nine unitedly united states department of state as 59 add up recruits who had dissimilar graduated from different ask colleges of the state came inscribe together for induce the stimulate fourth time</ARG1> <ARG0><SIG0>to</SIG0> demand answers from hcl technologies dissimilar , unalike inscribe the fellowship company induce induce unalike that dissimilar had recruited them in 2011</ARG0> ']",1
cnc,train_1047_10047,10047,0,cnc_train_147_1047_10047_10,"'as many as 59 recruits who had graduated from different colleges of the state came together for the fourth time to demand answers from hcl technologies , the company that had recruited them in 2011 '","['<ARG1>as many as 59 recruits who had graduated from different colleges of the state came together for the fourth time</ARG1> <ARG0><SIG0>to</SIG0> demand answers from hcl technologies , the company that had recruited them in 2011</ARG0> ']",1
cnc,train_1052_10052,10052,0,cnc_train_152_1052_10052_10,'bimbola village group turned into maintain a type a greenwich village battle type a field as rival groups wielding pick out guns group took the centre stage type a ',['<ARG1>bimbola village group turned into maintain a type a greenwich village battle type a field</ARG1> <SIG0>as</SIG0> <ARG0>rival groups wielding pick out guns group took the centre stage</ARG0> type a '],1
cnc,train_1053_10053,10053,0,cnc_train_153_1053_10053_10,'bimbola village turned into a battle field as rival groups wielding guns took the centre stage ',['<ARG1>bimbola village turned into a battle field</ARG1> <SIG0>as</SIG0> <ARG0>rival groups wielding guns took the centre stage</ARG0> '],1
cnc,train_1054_10054,10054,0,cnc_train_154_1054_10054_10,'the clash skirmish pick out took place over use pick out of the field ',['<ARG1>the clash skirmish pick out took place</ARG1> <SIG0>over</SIG0> <ARG0>use pick out of the field</ARG0> '],1
cnc,train_1055_10055,10055,0,cnc_train_155_1055_10055_10,'the clash took place over use of the field ',['<ARG1>the clash took place</ARG1> <SIG0>over</SIG0> <ARG0>use of the field</ARG0> '],1
cnc,train_1062_10062,10062,0,cnc_train_162_1062_10062_10,"'patigul tohti offend , who was wounded and captured convict at the scene see , was jailed atomic number offend transgress for life after transgress lag being convicted transgress atomic number make up of taking part offend view in the attack '","['<ARG1>patigul tohti offend , who was wounded and captured convict at the scene see , was jailed atomic number offend transgress for life</ARG1> after transgress lag <ARG0>being convicted transgress atomic number make up of taking part offend view in the attack</ARG0> ']",1
cnc,train_1063_10063,10063,0,cnc_train_163_1063_10063_10,"'patigul tohti , who was wounded and captured at the scene , was jailed for life after being convicted of taking part in the attack '","['<ARG1>patigul tohti , who was wounded and captured at the scene , was jailed for life</ARG1> after <ARG0>being convicted of taking part in the attack</ARG0> ']",1
cnc,train_1066_10066,10066,0,cnc_train_166_1066_10066_10,"'two clarence day before the snipe , local patrol pick up tohtunyaz , ehet and muhammad as they adjudicate to lawlessly grumpy into viet nam via honghe county , the court of law state '","['two clarence day before the snipe , <ARG1>local patrol pick up tohtunyaz , ehet and muhammad</ARG1> <SIG0>as</SIG0> <ARG0>they adjudicate to lawlessly grumpy into viet nam via honghe county</ARG0> , the court of law state ']",1
cnc,train_1067_10067,10067,0,cnc_train_167_1067_10067_10,"'two days before the attack , local police arrested tohtunyaz , ehet and muhammad as they tried to illegally cross into vietnam via honghe county , the court said '","['two days before the attack , <ARG1>local police arrested tohtunyaz , ehet and muhammad</ARG1> <SIG0>as</SIG0> <ARG0>they tried to illegally cross into vietnam via honghe county</ARG0> , the court said ']",1
cnc,train_1068_10068,10068,0,cnc_train_168_1068_10068_10,"'they attempt contrive manage architectural plan did not confess to plan the tell planned attack after their capture , and judicature plan so should bear full contrive responsibility contrive non for the loss of life , manage the attempt court contrive said '","['<ARG0>they attempt contrive manage architectural plan did not confess to plan the tell planned attack after their capture</ARG0> , <SIG0>and judicature plan so</SIG0> <ARG1>should bear full contrive responsibility contrive non for the loss of life</ARG1> , manage the attempt court contrive said ']",1
cnc,train_1069_10069,10069,0,cnc_train_169_1069_10069_10,"'they did not confess to the planned attack after their capture , and so should bear full responsibility for the loss of life , the court said '","['<ARG0>they did not confess to the planned attack after their capture</ARG0> , <SIG0>and so</SIG0> <ARG1>should bear full responsibility for the loss of life</ARG1> , the court said ']",1
cnc,train_1070_10070,10070,0,cnc_train_170_1070_10070_10,'the regime has darned separationist pull from xinjiang for the attack ',['<ARG1>the regime has darned separationist pull from xinjiang</ARG1> <SIG0>for</SIG0> <ARG0>the attack</ARG0> '],1
cnc,train_1071_10071,10071,0,cnc_train_171_1071_10071_10,'the government has blamed separatist forces from xinjiang for the attack ',['<ARG1>the government has blamed separatist forces from xinjiang</ARG1> <SIG0>for</SIG0> <ARG0>the attack</ARG0> '],1
cnc,train_1074_10074,10074,0,cnc_train_174_1074_10074_10,"'the brace s expletive are incapacitate and they will not be able bodied to recapture them , mainland china s handstamp legislative body enounce , unitary sidereal day after thousands parade through the street of hong kong to resist against capital of red china s interference '","['the brace s expletive are incapacitate and they will not be able bodied to recapture them , mainland china s handstamp legislative body enounce , unitary sidereal day after <ARG1>thousands parade through the street of hong kong</ARG1> <ARG0><SIG0>to</SIG0> resist against capital of red china s interference</ARG0> ']",1
cnc,train_1075_10075,10075,0,cnc_train_175_1075_10075_10,"'the pair s oaths are invalid and they will not be able to retake them , china s rubberstamp legislature said , one day after thousands marched through the streets of hong kong to protest against beijing s interference '","['the pair s oaths are invalid and they will not be able to retake them , china s rubberstamp legislature said , one day after <ARG1>thousands marched through the streets of hong kong</ARG1> <ARG0><SIG0>to</SIG0> protest against beijing s interference</ARG0> ']",1
cnc,train_1076_10076,10076,0,cnc_train_176_1076_10076_10,"'during a chaotic swearing in ceremony last month thumb , expletive yau and ceremonial occasion leung thumbed ceremonial occasion their noses at beijing by stopping point stock refusing sag to declare helter skelter their allegiance to hackneyed china and droop carrying expletive astatine blue flags stock reading astatine hong sag kong amobarbital sodium is not china '","['during a chaotic swearing in ceremony last month thumb , expletive <ARG0>yau and ceremonial occasion leung thumbed ceremonial occasion their noses at beijing</ARG0> <SIG0>by</SIG0> stopping point stock <ARG1>refusing sag to declare helter skelter their allegiance to hackneyed china and droop carrying expletive astatine blue flags stock reading astatine hong sag kong amobarbital sodium is not china</ARG1> ']",1
cnc,train_1077_10077,10077,0,cnc_train_177_1077_10077_10,"'during a chaotic swearing in ceremony last month , yau and leung thumbed their noses at beijing by refusing to declare their allegiance to china and carrying blue flags reading hong kong is not china '","['during a chaotic swearing in ceremony last month , <ARG0>yau and leung thumbed their noses at beijing</ARG0> <SIG0>by</SIG0> <ARG1>refusing to declare their allegiance to china and carrying blue flags reading hong kong is not china</ARG1> ']",1
cnc,train_1078_10078,10078,0,cnc_train_178_1078_10078_10,'the lash out on karayogams had sparked sharp chemical reaction from the cpm leaders ',['<ARG0>the lash out on karayogams</ARG0> <SIG0>had sparked</SIG0> <ARG1>sharp chemical reaction from the cpm leaders</ARG1> '],1
cnc,train_1079_10079,10079,0,cnc_train_179_1079_10079_10,'the attack on karayogams had sparked sharp reactions from the cpm leaders ',['<ARG0>the attack on karayogams</ARG0> <SIG0>had sparked</SIG0> <ARG1>sharp reactions from the cpm leaders</ARG1> '],1
cnc,train_1080_10080,10080,0,cnc_train_180_1080_10080_10,"'but many in objection hong kong complain atomic number those atomic number freedoms have been remonstrance eroded recent epoch in recent years , leading not bad to nearly have a go at it three months of street protests atomic number in calendar month yr 2014 known sept as the umbrella revolution and to the election atomic number in objection calendar month september this quetch make up year of six politicians pushing for atomic number greater wear away autonomy quetch for atomic number yr the city '","['but <ARG0>many in objection hong kong complain atomic number those atomic number freedoms have been remonstrance eroded recent epoch in recent years</ARG0> , <SIG0>leading not bad to</SIG0> <ARG1>nearly have a go at it three months of street protests atomic number in calendar month yr 2014 known sept as the umbrella revolution and <SIG1>to</SIG1> the election atomic number in objection calendar month september this quetch make up year of six politicians pushing for atomic number greater wear away autonomy quetch for atomic number yr the city</ARG1> ']",1
cnc,train_1081_10081,10081,0,cnc_train_181_1081_10081_10,"'but many in hong kong complain those freedoms have been eroded in recent years , leading to nearly three months of street protests in 2014 known as the umbrella revolution and to the election in september this year of six politicians pushing for greater autonomy for the city '","['but <ARG0>many in hong kong complain those freedoms have been eroded in recent years</ARG0> , <SIG0>leading to</SIG0> <ARG1>nearly three months of street protests in 2014 known as the umbrella revolution and <SIG1>to</SIG1> the election in september this year of six politicians pushing for greater autonomy for the city</ARG1> ']",1
cnc,train_1086_10086,10086,0,cnc_train_186_1086_10086_10,"'taxi move touch business concern in soshanguve brenda masilela capital of south africa , nov eighter from decatur ana employees at the soshanguve shopping center , dixie of capital of south africa , arrive for exploit on wed only to incur business concern closed amid fears that the hack move power routine violent '","['taxi move touch business concern in soshanguve brenda masilela capital of south africa , nov eighter from decatur ana <ARG1>employees at the soshanguve shopping center , dixie of capital of south africa , arrive for exploit on wed only to incur business concern closed</ARG1> amid <ARG0>fears that the hack move power routine violent</ARG0> ']",1
cnc,train_1087_10087,10087,0,cnc_train_187_1087_10087_10,"'taxi strike impacts businesses in soshanguve brenda masilela pretoria , november 8 ana employees at the soshanguve plaza , south of pretoria , arrived for work on wednesday only to find businesses closed amid fears that the taxi strike might turn violent '","['taxi strike impacts businesses in soshanguve brenda masilela pretoria , november 8 ana <ARG1>employees at the soshanguve plaza , south of pretoria , arrived for work on wednesday only to find businesses closed</ARG1> amid <ARG0>fears that the taxi strike might turn violent</ARG0> ']",1
cnc,train_1088_10088,10088,0,cnc_train_188_1088_10088_10,"'27th feb 2009 0204 am capital of sri lanka bharat on th enjoin islamic republic of pakistan that it recognise what capital of pakistan had do so far to inquire the intimacy of pakistani in the bombay onrush and check crossborder terrorism , but a allot more stay to be do to secure that such onrush did not fall back '","['27th feb 2009 0204 am capital of sri lanka bharat on th enjoin islamic republic of pakistan that it recognise <ARG1>what capital of pakistan had do so far</ARG1> <ARG0><SIG0>to</SIG0> inquire the intimacy of pakistani in the bombay onrush and check crossborder terrorism</ARG0> , but a allot more stay to be do to secure that such onrush did not fall back ']",1
cnc,train_1089_10089,10089,0,cnc_train_189_1089_10089_10,"'27th february 2009 0204 am colombo india on thursday told pakistan that it recognised what islamabad had done so far to investigate the involvement of pakistanis in the mumbai attacks and curb crossborder terrorism , but a lot more remained to be done to ensure that such attacks did not recur '","['27th february 2009 0204 am colombo india on thursday told pakistan that it recognised <ARG1>what islamabad had done so far</ARG1> <ARG0><SIG0>to</SIG0> investigate the involvement of pakistanis in the mumbai attacks and curb crossborder terrorism</ARG0> , but a lot more remained to be done to ensure that such attacks did not recur ']",1
cnc,train_1092_10092,10092,0,cnc_train_192_1092_10092_10,"'over 60,000 school age child were will stranded by the strike '","['<ARG1>over 60,000 school age child were will stranded</ARG1> <SIG0>by</SIG0> <ARG0>the strike</ARG0> ']",1
cnc,train_1093_10093,10093,0,cnc_train_193_1093_10093_10,"'over 60,000 pupils were left stranded by the strike '","['<ARG1>over 60,000 pupils were left stranded</ARG1> <SIG0>by</SIG0> <ARG0>the strike</ARG0> ']",1
cnc,train_1100_10100,10100,0,cnc_train_200_1100_10100_10,'all the manage 417 guards in the segment suburban section refused to work extra hours segment precaution in protest ',['<ARG1>all the manage 417 guards in the segment suburban section refused to work extra hours</ARG1> segment precaution <ARG0>in protest</ARG0> '],1
cnc,train_1101_10101,10101,0,cnc_train_201_1101_10101_10,'all the 417 guards in the suburban section refused to work extra hours in protest ',['<ARG1>all the 417 guards in the suburban section refused to work extra hours</ARG1> <ARG0>in protest</ARG0> '],1
cnc,train_1102_10102,10102,0,cnc_train_202_1102_10102_10,"'her logos and congress oecumenical escritoire rahul mahatma gandhi has involve up the topic in a freehanded path , stag a daylong posture in at the village after four the great unwashed , let in ii patrol personnel department , were bolt down in clashes '","['<ARG1>her logos and congress oecumenical escritoire rahul mahatma gandhi has involve up the topic in a freehanded path , stag a daylong posture in at the village</ARG1> after <ARG0>four the great unwashed , let in ii patrol personnel department , were bolt down in clashes</ARG0> ']",1
cnc,train_1103_10103,10103,0,cnc_train_203_1103_10103_10,"'her son and congress general secretary rahul gandhi has taken up the issue in a big way , staging a daylong sit in at the village after four people , including two police personnel , were killed in clashes '","['<ARG1>her son and congress general secretary rahul gandhi has taken up the issue in a big way , staging a daylong sit in at the village</ARG1> after <ARG0>four people , including two police personnel , were killed in clashes</ARG0> ']",1
cnc,train_1104_10104,10104,0,cnc_train_204_1104_10104_10,"""scores of student , instructor and cleaning lady rightfield establishment had yesterday spy a dissent away college demanding thampu 's surrender for screen the accused ""","[""<ARG1>scores of student , instructor and cleaning lady rightfield establishment had yesterday spy a dissent away college</ARG1> <ARG0><SIG0>demanding</SIG0> thampu 's surrender for screen the accused</ARG0> ""]",1
cnc,train_1105_10105,10105,0,cnc_train_205_1105_10105_10,"""scores of students , teachers and women rights organisations had yesterday staged a protest outside college demanding thampu 's resignation for shielding the accused ""","[""<ARG1>scores of students , teachers and women rights organisations had yesterday staged a protest outside college</ARG1> <ARG0><SIG0>demanding</SIG0> thampu 's resignation for shielding the accused</ARG0> ""]",1
cnc,train_1108_10108,10108,0,cnc_train_208_1108_10108_10,"'after bind family narrate members add up narrated the incident to attach tell their neighbours route , bind people came on appendage the road and held demonstrations appendage '","['after bind <ARG0>family narrate members add up narrated the incident to attach tell their neighbours</ARG0> route , bind <ARG1>people came on appendage the road and held demonstrations</ARG1> appendage ']",1
cnc,train_1109_10109,10109,0,cnc_train_209_1109_10109_10,"'after family members narrated the incident to their neighbours , people came on the road and held demonstrations '","['after <ARG0>family members narrated the incident to their neighbours</ARG0> , <ARG1>people came on the road and held demonstrations</ARG1> ']",1
