corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs
cnc,train_1010_10010,10010,0,cnc_train_110_1010_10010_10,['the wildness in yuen long has heightened tautness and care of further attacks '],['<arg0>the wildness in yuen long</arg0> <sig0>has <arg1>heightened</sig0> tautness and care of further attacks</arg1> '],1
cnc,train_1011_10011,10011,0,cnc_train_111_1011_10011_10,['the violence in yuen long has heightened tensions and fears of further attacks '],['<arg0>the violence in yuen long</arg0> <sig0>has <arg1>heightened</sig0> tensions and fears of further attacks</arg1> '],1
cnc,train_1012_10012,10012,0,cnc_train_112_1012_10012_10,"['on tues , a grouping of airmanship stave promise for a resist at hong kong drome on friday to sentence the governance and police for ignore the random tone beginning on citizen in yuen foresightful ', 'on tues , a grouping of airmanship stave promise for a resist at hong kong drome on fri to sentence the governance and police for  ignore the random tone beginning on citizen in yuen foresightful  ']","['on tues , <arg1>a grouping of airmanship stave promise for a resist at hong kong drome on friday</arg1> <arg0><sig0>to</sig0> sentence the governance and police</arg0> for ignore the random tone beginning on citizen in yuen foresightful ', 'on tues , a grouping of airmanship stave promise for a resist at hong kong drome on fri <arg1>to sentence the governance and police</arg1> <sig0>for</sig0> <arg0> ignore the random tone beginning on citizen in yuen foresightful </arg0> ']",2
cnc,train_1013_10013,10013,0,cnc_train_113_1013_10013_10,"['on tuesday , a group of aviation staff called for a protest at hong kong airport on friday to condemn the government and police for ignoring the random attacks on citizens in yuen long ', 'on tuesday , a group of aviation staff called for a protest at hong kong airport on friday to condemn the government and police for  ignoring the random attacks on citizens in yuen long  ']","['on tuesday , <arg1>a group of aviation staff called for a protest at hong kong airport on friday</arg1> <arg0><sig0>to</sig0> condemn the government and police</arg0> for ignoring the random attacks on citizens in yuen long ', 'on tuesday , a group of aviation staff called for a protest at hong kong airport on friday <arg1>to condemn the government and police</arg1> <sig0>for</sig0> <arg0> ignoring the random attacks on citizens in yuen long </arg0> ']",2
cnc,train_1014_10014,10014,0,cnc_train_114_1014_10014_10,"['hailey leung , a university scholar who has been pay heed the protestation this summertime , enjoin the venerate of the bunch is decidedly solid than the venerate of the purpose of furiousness of the constabulary her rear have been supportive of the protestation but , since the furiousness in yuen long , they have inquire her not to attend ']","['hailey leung , a university scholar who has been pay heed the protestation this summertime , enjoin the venerate of the bunch is decidedly solid than the venerate of the purpose of furiousness of the constabulary her rear have been supportive of the protestation but , <sig0>since</sig0> <arg0>the furiousness in yuen long</arg0> , <arg1>they have inquire her not to attend</arg1> ']",1
cnc,train_1015_10015,10015,0,cnc_train_115_1015_10015_10,"['hailey leung , a university student who has been attending the protests this summer , said the fear of the gangs is definitely stronger than the fear of the use of violence of the police her parents have been supportive of the protests but , since the violence in yuen long , they have asked her not to attend ']","['hailey leung , a university student who has been attending the protests this summer , said the fear of the gangs is definitely stronger than the fear of the use of violence of the police her parents have been supportive of the protests but , <sig0>since</sig0> <arg0>the violence in yuen long</arg0> , <arg1>they have asked her not to attend</arg1> ']",1
cnc,train_1016_10016,10016,0,cnc_train_116_1016_10016_10,"['10th sept 2015 0349 am kochi anoop george i , the primary accuse in the sheath bear on to flack on the role of the interior main road self confidence of bharat nhai at kalamassery , could not be bring about before the ernakulam territory and head academic term courtyard on wednesday , after jail authorization in coimbatore go wrong to set up see for him ']","['10th sept 2015 0349 am kochi <arg1>anoop george i , the primary accuse in the sheath bear on to flack on the role of the interior main road self confidence of bharat nhai at kalamassery , could not be bring about before the ernakulam territory and head academic term courtyard on wednesday</arg1> , after <arg0>jail authorization in coimbatore go wrong to set up see for him</arg0> ']",1
cnc,train_1017_10017,10017,0,cnc_train_117_1017_10017_10,"['10th september 2015 0349 am kochi anoop george , the main accused in the case related to attack on the office of the national highway authority of india nhai at kalamassery , could not be produced before the ernakulam district and principal sessions court on wednesday , after jail authorities in coimbatore failed to arrange escort for him ']","['10th september 2015 0349 am kochi <arg1>anoop george , the main accused in the case related to attack on the office of the national highway authority of india nhai at kalamassery , could not be produced before the ernakulam district and principal sessions court on wednesday</arg1> , after <arg0>jail authorities in coimbatore failed to arrange escort for him</arg0> ']",1
cnc,train_1018_10018,10018,0,cnc_train_118_1018_10018_10,"['some hotheads tried to atomic number gatecrash , officer provoking the officer officer officer circularise policemen into action officer they charged ferociously , dispersing the crowd within examine minutes ', examine 'some fiercely hotheads tried to gatecrash , provoking gang the policemen see examine aerated into action they charged ferociously , dispersing the harass aerated crowd see swashbuckler within minutes examine ', look 'some hotheads tried to gatecrash , provoking crew the policemen look into mo inside action charged see crew they charged ferociously swashbuckler examine see , dispersing daredevil the crowd within minutes ']","['<arg0>some hotheads tried to atomic number gatecrash</arg0> , officer <arg1><sig0>provoking</sig0> the officer officer officer circularise policemen into action</arg1> officer they charged ferociously , dispersing the crowd within examine minutes ', examine 'some fiercely hotheads tried to gatecrash , <arg0>provoking gang the policemen see examine aerated into action</arg0> <arg1>they charged ferociously</arg1> , dispersing the harass aerated crowd see swashbuckler within minutes examine ', look 'some hotheads tried to gatecrash , provoking crew the policemen look into mo inside action charged see crew <arg0>they charged ferociously</arg0> swashbuckler examine see , <arg1>dispersing daredevil the crowd within minutes</arg1> ']",3
cnc,train_1019_10019,10019,0,cnc_train_119_1019_10019_10,"['some hotheads tried to gatecrash , provoking the policemen into action they charged ferociously , dispersing the crowd within minutes ', 'some hotheads tried to gatecrash , provoking the policemen into action they charged ferociously , dispersing the crowd within minutes ', 'some hotheads tried to gatecrash , provoking the policemen into action they charged ferociously , dispersing the crowd within minutes ']","['<arg0>some hotheads tried to gatecrash</arg0> , <arg1><sig0>provoking</sig0> the policemen into action</arg1> they charged ferociously , dispersing the crowd within minutes ', 'some hotheads tried to gatecrash , <arg0>provoking the policemen into action</arg0> <arg1>they charged ferociously</arg1> , dispersing the crowd within minutes ', 'some hotheads tried to gatecrash , provoking the policemen into action <arg0>they charged ferociously</arg0> , <arg1>dispersing the crowd within minutes</arg1> ']",3
cnc,train_1020_10020,10020,0,cnc_train_120_1020_10020_10,"law ['jammu delhi court blast accused tell killed in kishtwar august 07 , 2012 0000 certificate ist a atomic number 2011 delhi high emir court blast accused , amir incriminate ali administration narrate kamal atomic number militant incriminate militant impeach , was militant incriminate among two territory hizbulmujahideen personnel hm militants judicature killed on monday in judicature a old delhi shootout with warlike security forces in the mountainous kishtwar hectometre judicature personnel district of jammu and obliterate kashmir law , impeach police said ']","law ['jammu delhi court blast accused tell killed in kishtwar august 07 , 2012 0000 certificate ist <arg1>a atomic number 2011 delhi high emir court blast accused , amir incriminate ali administration narrate kamal atomic number militant incriminate militant impeach , was militant incriminate among two territory hizbulmujahideen personnel hm militants judicature killed on monday</arg1> in judicature <arg0>a old delhi shootout with warlike security forces in the mountainous kishtwar hectometre judicature personnel district of jammu and obliterate kashmir</arg0> law , impeach police said ']",1
cnc,train_1021_10021,10021,0,cnc_train_121_1021_10021_10,"['jammu delhi court blast accused killed in kishtwar august 07 , 2012 0000 ist a 2011 delhi high court blast accused , amir ali kamal , was among two hizbulmujahideen hm militants killed on monday in a shootout with security forces in the mountainous kishtwar district of jammu and kashmir , police said ']","['jammu delhi court blast accused killed in kishtwar august 07 , 2012 0000 ist <arg1>a 2011 delhi high court blast accused , amir ali kamal , was among two hizbulmujahideen hm militants killed on monday</arg1> in <arg0>a shootout with security forces in the mountainous kishtwar district of jammu and kashmir</arg0> , police said ']",1
cnc,train_1022_10022,10022,0,cnc_train_122_1022_10022_10,"induce ['akram was on conceive the radar of the home along national explosive home investigation rest home agency nia atomic number make up  on as conceive he is induce believed to have arranged explosives and radio detection and ranging planter for the blast ', 'akram was induce on make up the radar make up along of investigating radio detection and ranging the national along investigation agency nia as make up federal agency he is believed rest home investigating to have arranged home explosives and planter for the blast ']","induce ['<arg1>akram was on conceive the radar of the home along national explosive home investigation rest home agency nia atomic number make up </arg1> on <sig0>as</sig0> conceive <arg0>he is induce believed to have arranged explosives and radio detection and ranging planter for the blast</arg0> ', 'akram was induce on make up the radar make up along of investigating radio detection and ranging the national along investigation agency nia as make up federal agency he is believed rest home investigating to have <arg1>arranged home explosives and planter</arg1> <sig0>for</sig0> <arg0>the blast</arg0> ']",2
cnc,train_1023_10023,10023,0,cnc_train_123_1023_10023_10,"['akram was on the radar of the national investigation agency nia  as he is believed to have arranged explosives and planter for the blast ', 'akram was on the radar of the national investigation agency nia as he is believed to have arranged explosives and planter for the blast ']","['<arg1>akram was on the radar of the national investigation agency nia </arg1> <sig0>as</sig0> <arg0>he is believed to have arranged explosives and planter for the blast</arg0> ', 'akram was on the radar of the national investigation agency nia as he is believed to have <arg1>arranged explosives and planter</arg1> <sig0>for</sig0> <arg0>the blast</arg0> ']",2
cnc,train_1024_10024,10024,0,cnc_train_124_1024_10024_10,"['he is an accuse in the delhi luxuriously woo shoot of sept septet , 2011 in which at to the lowest degree tenner the great unwashed were bolt down and over lxx injured ']","['he is an accuse in <arg0>the delhi luxuriously woo shoot of sept septet , 2011</arg0> in which <arg1>at to the lowest degree tenner the great unwashed were bolt down and over lxx injured</arg1> ']",1
cnc,train_1025_10025,10025,0,cnc_train_125_1025_10025_10,"['he is an accused in the delhi high court blast of sep 7 , 2011 in which at least 10 people were killed and over 70 injured ']","['he is an accused in <arg0>the delhi high court blast of sep 7 , 2011</arg0> in which <arg1>at least 10 people were killed and over 70 injured</arg1> ']",1
cnc,train_1026_10026,10026,0,cnc_train_126_1026_10026_10,['the nia desire to enchant akram alive as he could cater clue in break up the bang case '],['<arg1>the nia desire to enchant akram alive</arg1> <sig0>as</sig0> <arg0>he could cater clue in break up the bang case</arg0> '],1
cnc,train_1027_10027,10027,0,cnc_train_127_1027_10027_10,['the nia wanted to catch akram alive as he could provide clues in resolving the blast case '],['<arg1>the nia wanted to catch akram alive</arg1> <sig0>as</sig0> <arg0>he could provide clues in resolving the blast case</arg0> '],1
cnc,train_1028_10028,10028,0,cnc_train_128_1028_10028_10,['two more spring chicken were halt later for allegedly being postulate in the blast '],['<arg1>two more spring chicken were halt later</arg1> <sig0>for</sig0> <arg0>allegedly being postulate in the blast</arg0> '],1
cnc,train_1029_10029,10029,0,cnc_train_129_1029_10029_10,['two more youths were arrested later for allegedly being involved in the blast '],['<arg1>two more youths were arrested later</arg1> <sig0>for</sig0> <arg0>allegedly being involved in the blast</arg0> '],1
cnc,train_1030_10030,10030,0,cnc_train_130_1030_10030_10,"['namo , who had avoided visiting the atomic number victims of bespeak the longsighted 2002 riots in his own atomic number state for hebdomad atomic number a account long time , all over ward off lost no ended time in burning away united states department of state air up aviation fuel by dashing ain united states department of state to ended patna twice in melodic phrase one week to express world health organization condolences and firing score points over firing his burn up rambunctious doubly rivals atomic number ', 'namo , who had see burn up avoided transmit condolence visiting fire the victims clip of the 2002 riots foresighted in off atomic number see his clip own state for world health organization see a long convey ended time , air lost no time in burning up aviation fuel by dashing to hebdomad patna twice in one week longsighted to express condolences fall back and score points convey over his atomic number rambunctious rivals condolence ']","['<arg1>namo , who had avoided visiting the atomic number victims of bespeak the longsighted 2002 riots in his own atomic number state for hebdomad atomic number a account long time , all over ward off lost no ended time in burning away united states department of state air up aviation fuel</arg1> <sig0>by</sig0> <arg0>dashing ain united states department of state to ended patna twice in melodic phrase one week to express world health organization condolences and firing score points over firing his burn up rambunctious doubly rivals</arg0> atomic number ', 'namo , who had see burn up avoided transmit condolence visiting fire the victims clip of the 2002 riots foresighted in off atomic number see his clip own state for world health organization see a long convey ended time , air lost no time in burning up aviation fuel by <arg1>dashing to hebdomad patna twice in one week</arg1> longsighted <arg0><sig0>to</sig0> express condolences fall back and score points convey over his atomic number rambunctious rivals</arg0> condolence ']",2
cnc,train_1031_10031,10031,0,cnc_train_131_1031_10031_10,"['namo , who had avoided visiting the victims of the 2002 riots in his own state for a long time , lost no time in burning up aviation fuel by dashing to patna twice in one week to express condolences and score points over his rambunctious rivals ', 'namo , who had avoided visiting the victims of the 2002 riots in his own state for a long time , lost no time in burning up aviation fuel by dashing to patna twice in one week to express condolences and score points over his rambunctious rivals ']","['<arg1>namo , who had avoided visiting the victims of the 2002 riots in his own state for a long time , lost no time in burning up aviation fuel</arg1> <sig0>by</sig0> <arg0>dashing to patna twice in one week to express condolences and score points over his rambunctious rivals</arg0> ', 'namo , who had avoided visiting the victims of the 2002 riots in his own state for a long time , lost no time in burning up aviation fuel by <arg1>dashing to patna twice in one week</arg1> <arg0><sig0>to</sig0> express condolences and score points over his rambunctious rivals</arg0> ']",2
cnc,train_1032_10032,10032,0,cnc_train_132_1032_10032_10,"['indira landed in atomic number ram nalanda and waded apiece ram into the floodwaters on an elephant folk to visit fall back atomic number each dalit family , set down which associate in nursing had appendage lost members set down in atomic number ram the caste pogrom ']","['<arg1>indira landed in atomic number ram nalanda and waded apiece ram into the floodwaters on an elephant</arg1> folk <arg0><sig0>to</sig0> visit fall back atomic number each dalit family , set down which associate in nursing had appendage lost members set down in atomic number ram the caste pogrom</arg0> ']",1
cnc,train_1033_10033,10033,0,cnc_train_133_1033_10033_10,"['indira landed in nalanda and waded into the floodwaters on an elephant to visit each dalit family , which had lost members in the caste pogrom ']","['<arg1>indira landed in nalanda and waded into the floodwaters on an elephant</arg1> <arg0><sig0>to</sig0> visit each dalit family , which had lost members in the caste pogrom</arg0> ']",1
cnc,train_1034_10034,10034,0,cnc_train_134_1034_10034_10,"['december 05 functionary , wee wee 2017 0000 ist say astatine officials at type a the panchayat level are functionary colluding with locals residents of varavani panchayat present staged a protest at the narrate nether collectorate astatine tell here on monday wee wee wee wee , against drunkenness illegal tapping of drinking water official punchayet pee supplied through pee along along pipelines under the cauvery narrate combined make up type a water supply scheme and irregular supply bug of word of mouth water to their pee astatine villages ply ']","['december 05 functionary , wee wee 2017 0000 ist say astatine officials at type a the panchayat level are functionary colluding with locals <arg1>residents of varavani panchayat present staged a protest at the narrate nether collectorate astatine tell here on monday</arg1> wee wee wee wee , <arg0>against drunkenness illegal tapping of drinking water official punchayet pee supplied through pee along along pipelines under the cauvery narrate combined make up type a water supply scheme and irregular supply bug of word of mouth water to their pee astatine villages</arg0> ply ']",1
cnc,train_1035_10035,10035,0,cnc_train_135_1035_10035_10,"['december 05 , 2017 0000 ist say officials at the panchayat level are colluding with locals residents of varavani panchayat staged a protest at the collectorate here on monday , against illegal tapping of drinking water supplied through pipelines under the cauvery combined water supply scheme and irregular supply of water to their villages ']","['december 05 , 2017 0000 ist say officials at the panchayat level are colluding with locals <arg1>residents of varavani panchayat staged a protest at the collectorate here on monday</arg1> , <arg0>against illegal tapping of drinking water supplied through pipelines under the cauvery combined water supply scheme and irregular supply of water to their villages</arg0> ']",1
cnc,train_1036_10036,10036,0,cnc_train_136_1036_10036_10,resident physician resident ['ramanathapuram resident residents protest against illegal water connections'],resident physician resident ['<arg1>ramanathapuram resident residents protest</arg1> <arg0>against illegal water connections</arg0>'],1
cnc,train_1037_10037,10037,0,cnc_train_137_1037_10037_10,['ramanathapuram residents protest against illegal water connections'],['<arg1>ramanathapuram residents protest</arg1> <arg0>against illegal water connections</arg0>'],1
cnc,train_1038_10038,10038,0,cnc_train_138_1038_10038_10,"proletarian ['led great by great womanhood a sagayamadha , an office bearer of the all india type a farm punchayet workers association , the villagers , including a large number present associate in nursing of women greenwich village from the panchayat proletarian comprising pee six urgency villages , connective staged the protest urging the district administration present to not bad raise immediately disconnect district the illegal entirely water connections entirely and ensure disconnect uninterrupted water womanhood proletarian unplug supply to them associate in nursing ', 'led by add up type a a unplug sagayamadha , type a federal agency an worker office entirely bearer of not bad the pee villager all india farm villager workers judicature association proletarian away , the villagers judicature , disconnect including woman a large number of women proletarian from the villager panchayat objection comprising six villages , great staged the district territory associate in nursing continuous protest urging the punchayet district administration consist to immediately disconnect the illegal water connections and great ensure uninterrupted type a water supply to them type a ']","proletarian ['<arg0>led great by great womanhood a sagayamadha , an office bearer of the all india type a farm punchayet workers association</arg0> , <arg1>the villagers , including a large number present associate in nursing of women greenwich village from the panchayat proletarian comprising pee six urgency villages , connective staged the protest urging the district administration present to not bad raise immediately disconnect district the illegal entirely water connections entirely and ensure disconnect uninterrupted water womanhood proletarian unplug supply to them</arg1> associate in nursing ', 'led by add up type a a unplug sagayamadha , type a federal agency an worker office entirely bearer of not bad the pee villager all india farm villager workers judicature association proletarian away , <arg1>the villagers judicature , disconnect including woman a large number of women proletarian from the villager panchayat objection comprising six villages , great staged the district territory associate in nursing continuous protest</arg1> <arg0><sig0>urging</sig0> the punchayet district administration consist to immediately disconnect the illegal water connections and great ensure uninterrupted type a water supply to them</arg0> type a ']",2
cnc,train_1039_10039,10039,0,cnc_train_139_1039_10039_10,"['led by a sagayamadha , an office bearer of the all india farm workers association , the villagers , including a large number of women from the panchayat comprising six villages , staged the protest urging the district administration to immediately disconnect the illegal water connections and ensure uninterrupted water supply to them ', 'led by a sagayamadha , an office bearer of the all india farm workers association , the villagers , including a large number of women from the panchayat comprising six villages , staged the protest urging the district administration to immediately disconnect the illegal water connections and ensure uninterrupted water supply to them ']","['<arg0>led by a sagayamadha , an office bearer of the all india farm workers association</arg0> , <arg1>the villagers , including a large number of women from the panchayat comprising six villages , staged the protest urging the district administration to immediately disconnect the illegal water connections and ensure uninterrupted water supply to them</arg1> ', 'led by a sagayamadha , an office bearer of the all india farm workers association , <arg1>the villagers , including a large number of women from the panchayat comprising six villages , staged the protest</arg1> <arg0><sig0>urging</sig0> the district administration to immediately disconnect the illegal water connections and ensure uninterrupted water supply to them</arg0> ']",2
cnc,train_1040_10040,10040,0,cnc_train_140_1040_10040_10,"[""biswal , astatine urban center culture medium induce who great had urban center travelled to bharat the city serial publication fall back american language from washington to speak at the bharat indian besides consulate general 's media atomic number induce merely india tell lecture series yesterday , said locomote not make up only were non there a large number add up of indian atomic number victims in inhabit the attack but on that point there were americans also who lost urban center their lives ""]","[""<arg1>biswal , astatine urban center culture medium induce who great had urban center travelled to bharat the city serial publication fall back american language from washington</arg1> <arg0><sig0>to</sig0> speak at the bharat indian besides consulate general 's media atomic number induce merely india tell lecture series yesterday</arg0> , said locomote not make up only were non there a large number add up of indian atomic number victims in inhabit the attack but on that point there were americans also who lost urban center their lives ""]",1
cnc,train_1041_10041,10041,0,cnc_train_141_1041_10041_10,"[""biswal , who had travelled to the city from washington to speak at the indian consulate general 's media india lecture series yesterday , said not only were there a large number of indian victims in the attack but there were americans also who lost their lives ""]","[""<arg1>biswal , who had travelled to the city from washington</arg1> <arg0><sig0>to</sig0> speak at the indian consulate general 's media india lecture series yesterday</arg0> , said not only were there a large number of indian victims in the attack but there were americans also who lost their lives ""]",1
cnc,train_1042_10042,10042,0,cnc_train_142_1042_10042_10,"['on media dispatch off away account reports that the night amerindic vision device used indian by united states exploited exploited three terrorists in atomic number the gurdaspur attack had us vestige off markings , biswal said the us is in conversation cross off with indian authorities to try amerindic to united states ascertain and away trace the origins of the victimised equipment victimised tincture see terrorist found ']","['on media dispatch off away account reports that the night amerindic vision device used indian by united states exploited exploited three terrorists in atomic number the gurdaspur attack had us vestige off markings , biswal said <arg1>the us is in conversation cross off with indian authorities</arg1> <arg0><sig0>to try amerindic to</sig0> united states ascertain and away trace the origins of the victimised equipment victimised tincture see terrorist found</arg0> ']",1
cnc,train_1043_10043,10043,0,cnc_train_143_1043_10043_10,"['on media reports that the night vision device used by three terrorists in the gurdaspur attack had us markings , biswal said the us is in conversation with indian authorities to try to ascertain and trace the origins of the equipment found ']","['on media reports that the night vision device used by three terrorists in the gurdaspur attack had us markings , biswal said <arg1>the us is in conversation with indian authorities</arg1> <arg0><sig0>to try to</sig0> ascertain and trace the origins of the equipment found</arg0> ']",1
cnc,train_1044_10044,10044,0,cnc_train_144_1044_10044_10,"['"" we will go along to oeuvre very intimately with the native american administration on those go forth , "" she state , total that it is an on going summons and the the states is play with native american authorities to savoir faire go forth of touch on give forth from the incident ']","['"" we will go along to oeuvre very intimately with the native american administration on those go forth , "" she state , total that it is an on going summons and <arg1>the the states is play with native american authorities</arg1> <arg0><sig0>to</sig0> savoir faire go forth of touch on give forth from the incident</arg0> ']",1
cnc,train_1045_10045,10045,0,cnc_train_145_1045_10045_10,"['"" we will continue to work very closely with the indian government on those issues , "" she said , adding that it is an ongoing process and the us is working with indian authorities to address issues of concern emanating from the incident ']","['"" we will continue to work very closely with the indian government on those issues , "" she said , adding that it is an ongoing process and <arg1>the us is working with indian authorities</arg1> <arg0><sig0>to</sig0> address issues of concern emanating from the incident</arg0> ']",1
